data_coleta,turno,analysis,rank,wavelength_nm,p_value,q_FDR_BH,slot,family_nm,dataset,neglog10_q,inv_rank
D06M,MANHA,gen,1,721.0,5.839945694371465e-21,2.9944321547889685e-18,D06M_MANHA,720.0,TOP5_n10_5,17.523685522330837,1.0
D06M,MANHA,gen,2,551.0,1.492056257379113e-09,8.30799279839887e-08,D06M_MANHA,550.0,TOP5_n10_5,7.080503888595411,0.5
D06M,MANHA,gen,3,1391.0,1.72483567975497e-05,0.0004478022758452,D06M_MANHA,1390.0,TOP5_n10_5,3.3489137035562284,0.3333333333333333
D06M,MANHA,gen,4,1379.0,5.874563191448634e-05,0.001192943475808,D06M_MANHA,1370.0,TOP5_n10_5,2.9233801336358125,0.25
D06M,MANHA,gen,5,1835.0,5.859630649360744e-05,0.001192943475808,D06M_MANHA,1830.0,TOP5_n10_5,2.9233801336358125,0.2
D09M,MANHA,gen_cond,1,400.0,2.264011064933304e-27,4.6434866941782064e-24,D09M_MANHA,400.0,TOP5_n10_5,23.333155794576648,1.0
D09M,MANHA,gen_cond,2,1521.0,9.718592781466912e-23,1.755938436187981e-21,D09M_MANHA,1520.0,TOP5_n10_5,20.755490714678515,0.5
D09M,MANHA,gen_cond,3,719.0,5.985863091033491e-20,4.910802079883877e-19,D09M_MANHA,710.0,TOP5_n10_5,18.308847568891487,0.3333333333333333
D09M,MANHA,gen_cond,4,1969.0,1.9953032956160133e-17,9.217042926370368e-17,D09M_MANHA,1960.0,TOP5_n10_5,16.035408389873407,0.25
D09M,MANHA,gen_cond,5,530.0,5.675535543185635e-17,2.4454881090491045e-16,D09M_MANHA,530.0,TOP5_n10_5,15.611634444552744,0.2
D09M,MANHA,cond,1,400.0,5.8582326335260375e-30,1.2015235131361903e-26,D09M_MANHA,400.0,TOP5_n10_5,25.920267725879324,1.0
D09M,MANHA,cond,2,1530.0,4.579923412563878e-21,5.658688505523201e-20,D09M_MANHA,1530.0,TOP5_n10_5,19.24728421206498,0.5
D09M,MANHA,cond,3,579.0,1.586916248928106e-14,9.142598950987489e-14,D09M_MANHA,570.0,TOP5_n10_5,13.038930330564948,0.3333333333333333
D09M,MANHA,cond,4,1590.0,1.799158805784468e-13,9.81402848580836e-13,D09M_MANHA,1590.0,TOP5_n10_5,12.008152685787401,0.25
D09M,MANHA,cond,5,1989.0,1.0743298448631463e-10,4.3289793945271373e-10,D09M_MANHA,1980.0,TOP5_n10_5,9.363614481376601,0.2
D09M,MANHA,gen,1,721.0,9.000784240514122e-14,4.1179446974220655e-11,D09M_MANHA,720.0,TOP5_n10_5,10.385319490104026,1.0
D09M,MANHA,gen,2,552.0,7.589104348216443e-09,4.344210154076447e-07,D09M_MANHA,550.0,TOP5_n10_5,6.362089173624522,0.5
D09M,MANHA,gen,3,740.0,4.186632526379314e-05,0.0008673518496569,D09M_MANHA,740.0,TOP5_n10_5,3.061804691028322,0.3333333333333333
D09T,TARDE,gen_cond,1,717.0,5.731779355410676e-21,2.519401067543116e-18,D09T_TARDE,710.0,TOP5_n10_5,17.598702690955243,1.0
D09T,TARDE,gen_cond,2,550.0,3.07386292224954e-14,1.5893122130088288e-12,D09T_TARDE,550.0,TOP5_n10_5,11.798790779276073,0.5
D09T,TARDE,gen_cond,3,1383.0,4.5901136185138254e-14,2.0030474535259266e-12,D09T_TARDE,1380.0,TOP5_n10_5,11.698308761859526,0.3333333333333333
D09T,TARDE,gen_cond,4,1901.0,4.178793639020097e-12,8.485847280821998e-11,D09T_TARDE,1900.0,TOP5_n10_5,10.071304788465362,0.25
D09T,TARDE,gen_cond,5,1369.0,2.348648013028882e-11,3.677158072307051e-10,D09T_TARDE,1360.0,TOP5_n10_5,9.43448770043978,0.2
D09T,TARDE,cond,1,1900.0,2.311605112312305e-13,9.788810630771363e-11,D09T_TARDE,1900.0,TOP5_n10_5,10.009270073045894,1.0
D09T,TARDE,cond,2,1383.0,2.5891718886379007e-12,2.794942917682281e-10,D09T_TARDE,1380.0,TOP5_n10_5,9.553627057469418,0.5
D09T,TARDE,cond,3,415.0,3.70507725509072e-10,1.0702976690409952e-08,D09T_TARDE,410.0,TOP5_n10_5,7.970495420405186,0.3333333333333333
D09T,TARDE,cond,4,1369.0,7.245177856912433e-08,6.377622225119056e-07,D09T_TARDE,1360.0,TOP5_n10_5,6.195341209521605,0.25
D09T,TARDE,cond,5,1639.0,1.9115262264149238e-07,1.5435197993610269e-06,D09T_TARDE,1630.0,TOP5_n10_5,5.811487795272855,0.2
D09T,TARDE,gen,1,712.0,1.1206948818443271e-16,1.3520854133310084e-14,D09T_TARDE,710.0,TOP5_n10_5,13.868995872472302,1.0
D09T,TARDE,gen,2,550.0,1.531362745621647e-13,8.588470537327283e-12,D09T_TARDE,550.0,TOP5_n10_5,11.066084169852143,0.5
D09T,TARDE,gen,3,740.0,2.6797292372042952e-08,5.234404443339057e-07,D09T_TARDE,740.0,TOP5_n10_5,6.2811327240491375,0.3333333333333333
D09T,TARDE,gen,4,1360.0,1.8424063144478767e-07,3.3739065633326737e-06,D09T_TARDE,1360.0,TOP5_n10_5,5.471866948892987,0.25
D09T,TARDE,gen,5,1380.0,1.12258780959715e-05,0.0001475915126592,D09T_TARDE,1380.0,TOP5_n10_5,3.8309386161664762,0.2
D10M,MANHA,gen_cond,1,400.0,3.7395542182630735e-21,1.0993690986656137e-18,D10M_MANHA,400.0,TOP5_n10_5,17.958856474453803,1.0
D10M,MANHA,gen_cond,2,723.0,3.776334856453079e-14,4.47703051478917e-13,D10M_MANHA,720.0,TOP5_n10_5,12.34900994551841,0.5
D10M,MANHA,gen_cond,3,520.0,5.319267531602782e-13,4.9365690983336226e-12,D10M_MANHA,520.0,TOP5_n10_5,11.306574779684084,0.3333333333333333
D10M,MANHA,gen_cond,4,1906.0,1.394168774643824e-12,1.2272275351049283e-11,D10M_MANHA,1900.0,TOP5_n10_5,10.911074909091008,0.25
D10M,MANHA,gen_cond,5,1386.0,5.973376414507228e-12,4.422886291030442e-11,D10M_MANHA,1380.0,TOP5_n10_5,10.354294225860516,0.2
D10M,MANHA,cond,1,432.0,1.5667698746162166e-17,8.197203348457055e-16,D10M_MANHA,430.0,TOP5_n10_5,15.086334291213563,1.0
D10M,MANHA,cond,2,1906.0,5.644918599661462e-12,7.059590273113205e-11,D10M_MANHA,1900.0,TOP5_n10_5,10.151220503946732,0.5
D10M,MANHA,cond,3,728.0,2.2551122536203884e-10,2.1817147321582156e-09,D10M_MANHA,720.0,TOP5_n10_5,8.661202035759029,0.3333333333333333
D10M,MANHA,cond,4,1385.0,6.992647884740774e-10,5.951004486142461e-09,D10M_MANHA,1380.0,TOP5_n10_5,8.225409722343812,0.25
D10M,MANHA,cond,5,589.0,1.6842549898987813e-07,8.224778534005715e-07,D10M_MANHA,580.0,TOP5_n10_5,6.084875787329862,0.2
D10M,MANHA,gen,1,707.0,1.4778105273431848e-09,5.793548421992975e-07,D10M_MANHA,700.0,TOP5_n10_5,6.237055358887107,1.0
D10M,MANHA,gen,2,540.0,5.469187668981782e-07,2.7452040195953558e-05,D10M_MANHA,540.0,TOP5_n10_5,4.561425373876221,0.5
D10M,MANHA,gen,3,730.0,1.0055737126493527e-05,0.0002455275815052,D10M_MANHA,730.0,TOP5_n10_5,3.609899714039263,0.3333333333333333
D10M,MANHA,gen,4,1359.0,1.364275534182882e-05,0.0003156866722499,D10M_MANHA,1350.0,TOP5_n10_5,3.5007437528892402,0.25
D10M,MANHA,gen,5,400.0,2.2658201695839605e-05,0.0004511841910501,D10M_MANHA,400.0,TOP5_n10_5,3.3456461259129866,0.2
D02M,MANHA,gen_cond,1,521.0,4.1851433796354565e-27,2.7984717507812795e-25,D02M_MANHA,520.0,TOP5_n20_10,24.553079072727854,1.0
D02M,MANHA,gen_cond,2,720.0,3.3643286478283728e-21,4.89378585581276e-20,D02M_MANHA,720.0,TOP5_n20_10,19.310355038595514,0.5
D02M,MANHA,gen_cond,3,640.0,5.3167917471010886e-18,6.569120405605018e-17,D02M_MANHA,640.0,TOP5_n20_10,16.1824927778627,0.3333333333333333
D02M,MANHA,gen_cond,4,401.0,4.441243067624977e-15,4.7691044668580246e-14,D02M_MANHA,400.0,TOP5_n20_10,13.32156316427549,0.25
D02M,MANHA,gen_cond,5,1355.0,1.650659602260503e-08,1.0046002505152202e-07,D02M_MANHA,1350.0,TOP5_n20_10,6.998006717877281,0.2
D02M,MANHA,cond,1,400.0,1.2163683693201975e-14,3.1603615371730918e-12,D02M_MANHA,400.0,TOP5_n20_10,11.500263232375913,1.0
D02M,MANHA,cond,2,680.0,4.493410951869602e-07,6.185225410929231e-06,D02M_MANHA,680.0,TOP5_n20_10,5.208644468558887,0.5
D02M,MANHA,cond,3,1595.0,2.5491463876451283e-05,0.000295384137913,D02M_MANHA,1590.0,TOP5_n20_10,3.529612829951004,0.3333333333333333
D02M,MANHA,cond,4,619.0,4.493250193674698e-05,0.0004306381377208,D02M_MANHA,610.0,TOP5_n20_10,3.365887511279237,0.25
D02M,MANHA,cond,5,1518.0,0.0001508759854952,0.0011131174325563,D02M_MANHA,1510.0,TOP5_n20_10,2.953459015700452,0.2
D02M,MANHA,gen,1,522.0,1.0495719788968856e-28,7.613600663222552e-27,D02M_MANHA,520.0,TOP5_n20_10,26.1184099058651,1.0
D02M,MANHA,gen,2,720.0,1.1884757781455457e-21,1.8607357412034454e-20,D02M_MANHA,720.0,TOP5_n20_10,19.730315300316953,0.5
D02M,MANHA,gen,3,640.0,9.226564693252184e-15,1.1131578932858959e-13,D02M_MANHA,640.0,TOP5_n20_10,12.95344322980785,0.3333333333333333
D02M,MANHA,gen,4,1689.0,6.086657602146321e-08,6.089626703415662e-07,D02M_MANHA,1680.0,TOP5_n20_10,6.215409328978885,0.25
D02M,MANHA,gen,5,1369.0,5.491802190794041e-06,3.487209378736402e-05,D02M_MANHA,1360.0,TOP5_n20_10,4.457521975967893,0.2
D02T,TARDE,gen_cond,1,528.0,1.835038394028832e-23,1.0004076412120177e-21,D02T_TARDE,520.0,TOP5_n20_10,20.99982299974487,1.0
D02T,TARDE,gen_cond,2,1510.0,6.31783205910782e-17,1.1075105601051402e-15,D02T_TARDE,1510.0,TOP5_n20_10,14.955652124090422,0.5
D02T,TARDE,gen_cond,3,720.0,1.2100969753657122e-14,7.299732048456106e-14,D02T_TARDE,720.0,TOP5_n20_10,13.136693081251147,0.3333333333333333
D02T,TARDE,gen_cond,4,620.0,4.417088111966115e-14,1.668406577834715e-13,D02T_TARDE,620.0,TOP5_n20_10,12.77769810657993,0.25
D02T,TARDE,gen_cond,5,1340.0,1.1224258400276348e-10,1.4469487101801878e-10,D02T_TARDE,1340.0,TOP5_n20_10,9.839546862993268,0.2
D02T,TARDE,cond,1,1506.0,3.272835537191901e-17,3.6933804373783005e-15,D02T_TARDE,1500.0,TOP5_n20_10,14.432575955456398,1.0
D02T,TARDE,cond,2,1580.0,3.103364516237459e-11,1.0503301357760771e-10,D02T_TARDE,1580.0,TOP5_n20_10,9.978674173681734,0.5
D02T,TARDE,cond,3,739.0,1.0668281850869339e-10,2.4447649247075995e-10,D02T_TARDE,730.0,TOP5_n20_10,9.611762893927054,0.3333333333333333
D02T,TARDE,cond,4,1340.0,4.4779916455306046e-10,8.25189655434256e-10,D02T_TARDE,1340.0,TOP5_n20_10,9.083446224974189,0.25
D02T,TARDE,cond,5,1787.0,3.998282098460013e-08,6.003277147834179e-08,D02T_TARDE,1780.0,TOP5_n20_10,7.221611606503088,0.2
D02T,TARDE,gen,1,538.0,8.199489224919066e-24,7.399571712781317e-22,D02T_TARDE,530.0,TOP5_n20_10,21.130793416506666,1.0
D02T,TARDE,gen,2,720.0,7.298037905021975e-15,1.1974620594560056e-13,D02T_TARDE,720.0,TOP5_n20_10,12.921738237938392,0.5
D02T,TARDE,gen,3,620.0,4.646832249089898e-13,6.711727424565761e-12,D02T_TARDE,620.0,TOP5_n20_10,11.173165689308489,0.3333333333333333
D02T,TARDE,gen,4,2189.0,2.028233535825147e-07,1.8571013312399e-06,D02T_TARDE,2180.0,TOP5_n20_10,5.731164398684726,0.25
D02T,TARDE,gen,5,1384.0,2.903987646495783e-07,1.992886731999933e-06,D02T_TARDE,1380.0,TOP5_n20_10,5.700517384222398,0.2
D03M,MANHA,gen_cond,1,400.0,6.531778183055284e-29,1.728522632715259e-26,D03M_MANHA,400.0,TOP5_n20_10,25.762324929573126,1.0
D03M,MANHA,gen_cond,2,547.0,1.1082157095295998e-25,1.6087903827791048e-24,D03M_MANHA,540.0,TOP5_n20_10,23.79350053858141,0.5
D03M,MANHA,gen_cond,3,720.0,4.601773293859065e-25,4.790983261779158e-24,D03M_MANHA,720.0,TOP5_n20_10,23.319575346430447,0.3333333333333333
D03M,MANHA,gen_cond,4,1527.0,8.002740674575226e-23,5.507926551528117e-22,D03M_MANHA,1520.0,TOP5_n20_10,21.25901185971481,0.25
D03M,MANHA,gen_cond,5,1382.0,1.8142751272484844e-18,8.071753331858225e-18,D03M_MANHA,1380.0,TOP5_n20_10,17.093032118358074,0.2
D03M,MANHA,cond,1,400.0,1.2603563747672772e-30,3.156542593053572e-28,D03M_MANHA,400.0,TOP5_n20_10,27.50078834611064,1.0
D03M,MANHA,cond,2,1541.0,1.34723540737144e-22,1.9188748753602937e-21,D03M_MANHA,1540.0,TOP5_n20_10,20.716953343509577,0.5
D03M,MANHA,cond,3,619.0,6.872971129702367e-16,4.5472463829095325e-15,D03M_MANHA,610.0,TOP5_n20_10,14.34225151383115,0.3333333333333333
D03M,MANHA,cond,4,1600.0,2.943440397560747e-11,1.1036556225588831e-10,D03M_MANHA,1600.0,TOP5_n20_10,9.957166419862247,0.25
D03M,MANHA,cond,5,1353.0,1.6275752327481861e-09,4.974898364182607e-09,D03M_MANHA,1350.0,TOP5_n20_10,8.303215787345499,0.2
D03M,MANHA,gen,1,707.0,2.244345017231987e-27,5.484888861730042e-25,D03M_MANHA,700.0,TOP5_n20_10,24.260832167948227,1.0
D03M,MANHA,gen,2,1381.0,2.4741090044473664e-20,6.342996960151935e-19,D03M_MANHA,1380.0,TOP5_n20_10,18.197705496735843,0.5
D03M,MANHA,gen,3,580.0,6.358315302130416e-17,1.1748562778981517e-15,D03M_MANHA,580.0,TOP5_n20_10,14.930015258101552,0.3333333333333333
D03M,MANHA,gen,4,740.0,3.0461796556811496e-14,4.3386906068069693e-13,D03M_MANHA,740.0,TOP5_n20_10,12.362641318422819,0.25
D03M,MANHA,gen,5,1886.0,6.016506742881351e-10,4.269846134826869e-09,D03M_MANHA,1880.0,TOP5_n20_10,8.3695877746236,0.2
D03T,TARDE,gen_cond,1,707.0,3.622098422678767e-24,1.3776203915262348e-21,D03T_TARDE,700.0,TOP5_n20_10,20.860870437419326,1.0
D03T,TARDE,gen_cond,2,1374.0,4.573608265173594e-21,2.680134443391726e-19,D03T_TARDE,1370.0,TOP5_n20_10,18.571843419941857,0.5
D03T,TARDE,gen_cond,3,740.0,2.8401174999780057e-17,4.936509315639737e-16,D03T_TARDE,740.0,TOP5_n20_10,15.30658003909619,0.3333333333333333
D03T,TARDE,gen_cond,4,1489.0,1.3817457296649743e-16,2.231464953970758e-15,D03T_TARDE,1480.0,TOP5_n20_10,14.651409929534468,0.25
D03T,TARDE,gen_cond,5,1359.0,1.780975280776969e-15,1.6989675818016574e-14,D03T_TARDE,1350.0,TOP5_n20_10,13.769814907875496,0.2
D03T,TARDE,cond,1,1520.0,2.655830514906769e-12,2.566671066849432e-10,D03T_TARDE,1520.0,TOP5_n20_10,9.590629785012068,1.0
D03T,TARDE,cond,2,1347.0,3.5472980694601837e-10,5.831269243658221e-09,D03T_TARDE,1340.0,TOP5_n20_10,8.234236905700287,0.5
D03T,TARDE,cond,3,406.0,2.526316916151676e-08,1.6768530728243e-07,D03T_TARDE,400.0,TOP5_n20_10,6.775504988948532,0.3333333333333333
D03T,TARDE,cond,4,1959.0,9.414324528836785e-08,3.861755921728849e-07,D03T_TARDE,1950.0,TOP5_n20_10,6.4132151788207645,0.25
D03T,TARDE,cond,5,1600.0,1.6391620741014643e-05,2.5821209016759625e-05,D03T_TARDE,1600.0,TOP5_n20_10,4.588023426786311,0.2
D03T,TARDE,gen,1,705.0,3.301956681756166e-23,9.703560464297976e-21,D03T_TARDE,700.0,TOP5_n20_10,20.013068883643253,1.0
D03T,TARDE,gen,2,1375.0,1.2834696808637653e-19,3.2498719943846698e-18,D03T_TARDE,1370.0,TOP5_n20_10,17.488133744629497,0.5
D03T,TARDE,gen,3,740.0,6.34370960914666e-18,1.227447963052811e-16,D03T_TARDE,740.0,TOP5_n20_10,15.910996910478358,0.3333333333333333
D03T,TARDE,gen,4,519.0,3.221780975260197e-15,4.8947205779693806e-14,D03T_TARDE,510.0,TOP5_n20_10,13.310272095466505,0.25
D03T,TARDE,gen,5,1400.0,2.878925488416074e-13,3.3172338071580722e-12,D03T_TARDE,1400.0,TOP5_n20_10,11.479223917211282,0.2
D04M,MANHA,gen_cond,1,417.0,2.203853567660124e-24,3.7353848844405313e-23,D04M_MANHA,410.0,TOP5_n20_10,22.42766464295785,1.0
D04M,MANHA,gen_cond,2,706.0,1.702215480481531e-24,3.7353848844405313e-23,D04M_MANHA,700.0,TOP5_n20_10,22.42766464295785,0.5
D04M,MANHA,gen_cond,3,1386.0,2.2561353718237962e-19,1.3690336235534336e-18,D04M_MANHA,1380.0,TOP5_n20_10,17.86358588543475,0.3333333333333333
D04M,MANHA,gen_cond,4,740.0,2.33145993996696e-17,1.31730697985461e-16,D04M_MANHA,740.0,TOP5_n20_10,15.880313007026393,0.25
D04M,MANHA,gen_cond,5,1900.0,1.2943814557779106e-14,6.01990105623695e-14,D04M_MANHA,1900.0,TOP5_n20_10,13.220410646795903,0.2
D04M,MANHA,cond,1,411.0,4.404158465697787e-25,1.4026510946499833e-23,D04M_MANHA,410.0,TOP5_n20_10,22.853050345017746,1.0
D04M,MANHA,cond,2,579.0,4.2678072418668535e-12,3.6471969387787154e-11,D04M_MANHA,570.0,TOP5_n20_10,10.438040785324649,0.5
D04M,MANHA,cond,3,1907.0,2.89303115184317e-09,2.3178151923556024e-08,D04M_MANHA,1900.0,TOP5_n20_10,7.63492119483482,0.3333333333333333
D04M,MANHA,cond,4,1634.0,2.8515405591675397e-06,1.5270260278988572e-05,D04M_MANHA,1630.0,TOP5_n20_10,4.816153560404932,0.25
D04M,MANHA,cond,5,1340.0,1.1787126582776964e-05,3.7192917878885466e-05,D04M_MANHA,1340.0,TOP5_n20_10,4.429539748799154,0.2
D04M,MANHA,gen,1,704.0,1.687545660040208e-26,5.768593581237445e-24,D04M_MANHA,700.0,TOP5_n20_10,23.23893005761726,1.0
D04M,MANHA,gen,2,580.0,1.9229957801174325e-15,4.0660457165163455e-14,D04M_MANHA,580.0,TOP5_n20_10,13.390827742687856,0.5
D04M,MANHA,gen,3,740.0,1.8884324635954736e-10,2.689704849190497e-09,D04M_MANHA,740.0,TOP5_n20_10,8.570295374049856,0.3333333333333333
D04M,MANHA,gen,4,1380.0,4.301925320602315e-09,5.380029775948384e-08,D04M_MANHA,1380.0,TOP5_n20_10,7.269215320710137,0.25
D04M,MANHA,gen,5,1835.0,1.62321756596107e-06,1.3988316083135105e-05,D04M_MANHA,1830.0,TOP5_n20_10,4.854234562836166,0.2
D05M,MANHA,gen_cond,1,1540.0,8.378061710864172e-25,8.288712543623197e-23,D05M_MANHA,1540.0,TOP5_n20_10,22.08151292163575,1.0
D05M,MANHA,gen_cond,2,400.0,8.615389890989238e-23,2.054670310048713e-21,D05M_MANHA,400.0,TOP5_n20_10,20.68725785457303,0.5
D05M,MANHA,gen_cond,3,1600.0,4.681281822022057e-20,2.5467663174979424e-19,D05M_MANHA,1600.0,TOP5_n20_10,18.594010902573515,0.3333333333333333
D05M,MANHA,gen_cond,4,540.0,1.2609293508276834e-18,6.157538329875187e-18,D05M_MANHA,540.0,TOP5_n20_10,17.210592876053784,0.25
D05M,MANHA,gen_cond,5,1719.0,4.81722553445016e-16,1.263443679176123e-15,D05M_MANHA,1710.0,TOP5_n20_10,14.8984441129591,0.2
D05M,MANHA,cond,1,400.0,3.9637616948577895e-24,1.9416481102695699e-22,D05M_MANHA,400.0,TOP5_n20_10,21.711829475568923,1.0
D05M,MANHA,cond,2,1536.0,3.243295690761081e-21,4.210126241614542e-20,D05M_MANHA,1530.0,TOP5_n20_10,19.37570488154804,0.5
D05M,MANHA,cond,3,1600.0,2.3965453696610865e-17,1.3615829787188056e-16,D05M_MANHA,1600.0,TOP5_n20_10,15.865955886383095,0.3333333333333333
D05M,MANHA,cond,4,739.0,8.005377745871075e-13,2.845585746409285e-12,D05M_MANHA,730.0,TOP5_n20_10,11.54582832320578,0.25
D05M,MANHA,cond,5,540.0,1.0650517195007215e-11,3.4563624631265495e-11,D05M_MANHA,540.0,TOP5_n20_10,10.461380720046877,0.2
D05M,MANHA,gen,1,706.0,4.044148175553888e-17,2.09162636924178e-14,D05M_MANHA,700.0,TOP5_n20_10,13.679515891634882,1.0
D05M,MANHA,gen,2,1726.0,4.1406600523268254e-15,2.993617599990181e-13,D05M_MANHA,1720.0,TOP5_n20_10,12.523803676544977,0.5
D05M,MANHA,gen,3,956.0,4.4490057769620165e-13,7.622351894322498e-12,D05M_MANHA,950.0,TOP5_n20_10,11.117911005414975,0.3333333333333333
D05M,MANHA,gen,4,553.0,6.875952766758512e-11,3.0393489492719197e-10,D05M_MANHA,550.0,TOP5_n20_10,9.517219435476706,0.25
D05M,MANHA,gen,5,1386.0,7.698052650733927e-11,3.3100012550640006e-10,D05M_MANHA,1380.0,TOP5_n20_10,9.48017184155139,0.2
D06M,MANHA,gen_cond,1,401.0,9.595842669736958e-30,1.3106927168707852e-28,D06M_MANHA,400.0,TOP5_n20_10,27.882499113809203,1.0
D06M,MANHA,gen_cond,2,1526.0,5.525642733981947e-29,4.4443502930968525e-28,D06M_MANHA,1520.0,TOP5_n20_10,27.352191718326225,0.5
D06M,MANHA,gen_cond,3,540.0,4.7837810739802245e-27,2.7178767265189584e-26,D06M_MANHA,540.0,TOP5_n20_10,25.56577024525131,0.3333333333333333
D06M,MANHA,gen_cond,4,1600.0,1.6291720042965754e-21,5.358865411126331e-21,D06M_MANHA,1600.0,TOP5_n20_10,20.270927150203853,0.25
D06M,MANHA,gen_cond,5,1900.0,1.1806009231308106e-14,2.2113356103573453e-14,D06M_MANHA,1900.0,TOP5_n20_10,13.655345340340636,0.2
D06M,MANHA,cond,1,400.0,5.172735611129154e-33,7.549372294188427e-32,D06M_MANHA,400.0,TOP5_n20_10,31.12208915704673,1.0
D06M,MANHA,cond,2,1539.0,1.7024852455431665e-30,1.4194297717922904e-29,D06M_MANHA,1530.0,TOP5_n20_10,28.84788608991345,0.5
D06M,MANHA,cond,3,540.0,8.478538838951955e-23,3.179064562831894e-22,D06M_MANHA,540.0,TOP5_n20_10,21.497700652016995,0.3333333333333333
D06M,MANHA,cond,4,1939.0,5.265778227203992e-19,1.4323754832885129e-18,D06M_MANHA,1930.0,TOP5_n20_10,17.843943121033238,0.25
D06M,MANHA,cond,5,1620.0,2.491108859347832e-18,6.362720137636866e-18,D06M_MANHA,1620.0,TOP5_n20_10,17.196357178658005,0.2
D06M,MANHA,gen,1,721.0,5.839945694371465e-21,2.9944321547889685e-18,D06M_MANHA,720.0,TOP5_n20_10,17.523685522330837,1.0
D06M,MANHA,gen,2,551.0,1.492056257379113e-09,8.30799279839887e-08,D06M_MANHA,550.0,TOP5_n20_10,7.080503888595411,0.5
D06M,MANHA,gen,3,1391.0,1.72483567975497e-05,0.0004478022758452,D06M_MANHA,1390.0,TOP5_n20_10,3.3489137035562284,0.3333333333333333
D06M,MANHA,gen,4,1379.0,5.874563191448634e-05,0.001192943475808,D06M_MANHA,1370.0,TOP5_n20_10,2.9233801336358125,0.25
D06M,MANHA,gen,5,1835.0,5.859630649360744e-05,0.001192943475808,D06M_MANHA,1830.0,TOP5_n20_10,2.9233801336358125,0.2
D09M,MANHA,gen_cond,1,400.0,2.264011064933304e-27,4.6434866941782064e-24,D09M_MANHA,400.0,TOP5_n20_10,23.333155794576648,1.0
D09M,MANHA,gen_cond,2,1521.0,9.718592781466912e-23,1.755938436187981e-21,D09M_MANHA,1520.0,TOP5_n20_10,20.755490714678515,0.5
D09M,MANHA,gen_cond,3,719.0,5.985863091033491e-20,4.910802079883877e-19,D09M_MANHA,710.0,TOP5_n20_10,18.308847568891487,0.3333333333333333
D09M,MANHA,gen_cond,4,1959.0,6.858050178703993e-17,2.918228405917404e-16,D09M_MANHA,1950.0,TOP5_n20_10,15.534880719451644,0.25
D09M,MANHA,gen_cond,5,579.0,4.475612139095848e-16,1.4974682703565389e-15,D09M_MANHA,570.0,TOP5_n20_10,14.824642371045535,0.2
D09M,MANHA,cond,1,400.0,5.8582326335260375e-30,1.2015235131361903e-26,D09M_MANHA,400.0,TOP5_n20_10,25.920267725879324,1.0
D09M,MANHA,cond,2,1530.0,4.579923412563878e-21,5.658688505523201e-20,D09M_MANHA,1530.0,TOP5_n20_10,19.24728421206498,0.5
D09M,MANHA,cond,3,579.0,1.586916248928106e-14,9.142598950987489e-14,D09M_MANHA,570.0,TOP5_n20_10,13.038930330564948,0.3333333333333333
D09M,MANHA,cond,4,1600.0,2.264755901393708e-11,9.862026228786612e-11,D09M_MANHA,1600.0,TOP5_n20_10,10.006033846765117,0.25
D09M,MANHA,cond,5,1979.0,5.586059326735964e-10,2.079311738500084e-09,D09M_MANHA,1970.0,TOP5_n20_10,8.682080394669947,0.2
D09M,MANHA,gen,1,721.0,9.000784240514122e-14,4.1179446974220655e-11,D09M_MANHA,720.0,TOP5_n20_10,10.385319490104026,1.0
D09M,MANHA,gen,2,552.0,7.589104348216443e-09,4.344210154076447e-07,D09M_MANHA,550.0,TOP5_n20_10,6.362089173624522,0.5
D09M,MANHA,gen,3,740.0,4.186632526379314e-05,0.0008673518496569,D09M_MANHA,740.0,TOP5_n20_10,3.061804691028322,0.3333333333333333
D09T,TARDE,gen_cond,1,717.0,5.731779355410676e-21,2.519401067543116e-18,D09T_TARDE,710.0,TOP5_n20_10,17.598702690955243,1.0
D09T,TARDE,gen_cond,2,546.0,3.169314526707089e-14,1.5893122130088288e-12,D09T_TARDE,540.0,TOP5_n20_10,11.798790779276073,0.5
D09T,TARDE,gen_cond,3,1383.0,4.5901136185138254e-14,2.0030474535259266e-12,D09T_TARDE,1380.0,TOP5_n20_10,11.698308761859526,0.3333333333333333
D09T,TARDE,gen_cond,4,1901.0,4.178793639020097e-12,8.485847280821998e-11,D09T_TARDE,1900.0,TOP5_n20_10,10.071304788465362,0.25
D09T,TARDE,gen_cond,5,1359.0,3.5621352385429906e-10,3.825099148822866e-09,D09T_TARDE,1350.0,TOP5_n20_10,8.4173573031957,0.2
D09T,TARDE,cond,1,1900.0,2.311605112312305e-13,9.788810630771363e-11,D09T_TARDE,1900.0,TOP5_n20_10,10.009270073045894,1.0
D09T,TARDE,cond,2,1383.0,2.5891718886379007e-12,2.794942917682281e-10,D09T_TARDE,1380.0,TOP5_n20_10,9.553627057469418,0.5
D09T,TARDE,cond,3,415.0,3.70507725509072e-10,1.0702976690409952e-08,D09T_TARDE,410.0,TOP5_n20_10,7.970495420405186,0.3333333333333333
D09T,TARDE,cond,4,1639.0,1.9115262264149238e-07,1.5435197993610269e-06,D09T_TARDE,1630.0,TOP5_n20_10,5.811487795272855,0.25
D09T,TARDE,cond,5,1839.0,1.586472220217419e-05,7.620268205306619e-05,D09T_TARDE,1830.0,TOP5_n20_10,4.118029742829058,0.2
D09T,TARDE,gen,1,712.0,1.1206948818443271e-16,1.3520854133310084e-14,D09T_TARDE,710.0,TOP5_n20_10,13.868995872472302,1.0
